Species ,Common name ,Sex,Age Class,Unit type,Unit code,Unit no. ,Deployment date,Recovery date,Deployment location,Recovery location,Deployment latitude,Deployment longitude,Mass at deployment (g),Mass at recovery ,Culman length,Culman width,Culman height,Tarsus length,Wing length,Comments,Principal investigator
Ardenna pacifica,Wedge-tailed Shearwater,Unknown,Adult,MK3018,V375,195,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna pacifica,Wedge-tailed Shearwater,Unknown,Adult,MK3019,V376,196,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna pacifica,Wedge-tailed Shearwater,Unknown,Adult,MK3020,V377,197,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna pacifica,Wedge-tailed Shearwater,Unknown,Adult,MK3021,V378,198,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna tenuirostris,Short-tailed shearwater,Unknown,Adult,MK3022,V379,199,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna pacifica,Wedge-tailed Shearwater,Unknown,Adult,MK3023,V380,200,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna pacifica,Wedge-tailed Shearwater,Unknown,Adult,MK3024,V381,201,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna pacifica,Wedge-tailed Shearwater,Unknown,Adult,MK3025,V382,202,6/03/2014,,Montague Island,,-36.25,150.23,,,,,,,,,Robert Harcourt
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19727,23/10/2010,,Wedge Island,,-43.116667,147.666667,610,,34.3,,9.4,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19721,23/10/2010,,Wedge Island,,-43.116667,147.666667,630,,33.85,,8.85,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19713,23/10/2010,,Wedge Island,,-43.116667,147.666667,620,,32.5,,9,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19723,23/10/2010,,Wedge Island,,-43.116667,147.666667,635,,29.45,,9,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19718,23/01/2011,,Wedge Island,,-43.116667,147.666667,565,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19712,24/10/2010,,Wedge Island,,-43.116667,147.666667,580,,33.3,,8.85,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19708,24/10/2010,,Wedge Island,,-43.116667,147.666667,550,,30.55,,9,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19728,24/10/2010,,Wedge Island,,-43.116667,147.666667,530,,32.4,,9.45,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19711,25/10/2010,,Wedge Island,,-43.116667,147.666667,540,,30.05,,8.9,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19719,25/10/2010,,Wedge Island,,-43.116667,147.666667,600,,33.55,,9.5,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19724,25/10/2010,,Wedge Island,,-43.116667,147.666667,550,,28.8,,8.4,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19732,25/10/2010,,Wedge Island,,-43.116667,147.666667,600,,32.7,,9.75,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19718,25/10/2010,,Wedge Island,,-43.116667,147.666667,575,,34,,9,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19729,25/10/2010,,Wedge Island,,-43.116667,147.666667,610,,32.65,,9.1,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19730,25/10/2010,,Wedge Island,,-43.116667,147.666667,555,,30.4,,9.3,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19709,25/10/2010,,Wedge Island,,-43.116667,147.666667,535,,32.25,,8.75,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19731,25/10/2010,,Wedge Island,,-43.116667,147.666667,535,,32.55,,9.4,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19717,15/12/2010,,Wedge Island,,-43.116667,147.666667,635,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19716,15/12/2010,,Wedge Island,,-43.116667,147.666667,690,,31.95,,8.7,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19733,16/12/2010,,Wedge Island,,-43.116667,147.666667,600,,30.05,,8.9,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19726,16/12/2010,,Wedge Island,,-43.116667,147.666667,635,,28.6,,10.45,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19722,16/12/2010,,Wedge Island,,-43.116667,147.666667,615,,30,,8.4,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19710,16/12/2010,,Wedge Island,,-43.116667,147.666667,,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19725,24/10/2010,,Wedge Island,,-43.116667,147.666667,540,,31.85,,9.4,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19747,17/12/2010,,Wedge Island,,-43.116667,147.666667,,,30.5,,8.4,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19714,15/12/2010,,Wedge Island,,-43.116667,147.666667,540,,29.55,,7.8,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19709,19/01/2011,,Wedge Island,,-43.116667,147.666667,660,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19741,18/12/2010,,Wedge Island,,-43.116667,147.666667,655,,31.85,,9.2,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19708,19/01/2011,,Wedge Island,,-43.116667,147.666667,620,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19738,20/01/2011,,Wedge Island,,-43.116667,147.666667,780,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19711,26/01/2011,,Wedge Island,,-43.116667,147.666667,553,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19736,22/01/2011,,Wedge Island,,-43.116667,147.666667,540,,31.5,,9.45,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19743,22/01/2011,,Wedge Island,,-43.116667,147.666667,620,,31.8,,8.55,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19737,22/01/2011,,Wedge Island,,-43.116667,147.666667,620,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19734,18/12/2010,,Wedge Island,,-43.116667,147.666667,,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19742,24/01/2011,,Wedge Island,,-43.116667,147.666667,650,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19723,24/01/2011,,Wedge Island,,-43.116667,147.666667,585,,29.45,,9.4,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19731,24/01/2011,,Wedge Island,,-43.116667,147.666667,560,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19724,24/01/2011,,Wedge Island,,-43.116667,147.666667,715,,,,,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19740,17/12/2010,,Wedge Island,,-43.116667,147.666667,,,25,,8.45,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19735,22/01/2011,,Wedge Island,,-43.116667,147.666667,630,,33,,8.55,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19739,26/01/2011,,Wedge Island,,-43.116667,147.666667,640,,28.45,,7.95,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19713,26/01/2011,,Wedge Island,,-43.116667,147.666667,660,,32.35,,8.9,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19730,24/01/2011,,Wedge Island,,-43.116667,147.666667,589,,33.25,,8.3,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19744,26/01/2011,,Wedge Island,,-43.116667,147.666667,590,,30,,8.3,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19745,26/01/2011,,Wedge Island,,-43.116667,147.666667,730,,34,,7.35,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19727,25/01/2011,,Wedge Island,,-43.116667,147.666667,715,,30.8,,7.35,,,,
Ardenna tenuirostris,Short-tailed Shearwater,Unknown,Adult,BAS,MK19,19725,25/01/2011,,Wedge Island,,-43.116667,147.666667,630,,,,,,,,
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A041,17/01/2011,31/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,300,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A141,20/01/2011,,Bechervaise Island,,-67.6,62.8,275,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A038,17/01/2011,11/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,295,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A050,20/01/2011,15/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,270,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A126,20/01/2011,18/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,255,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A031,17/01/2011,18/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,315,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A028,20/01/2011,11/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,230,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A127,18/01/2011,24/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,290,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A040,20/01/2011,18/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,235,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A042,18/01/2011,6/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,310,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A129,17/01/2011,6/12/2011,Bechervaise Island,Bechervaise Island,-67.6,62.8,255,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A142,17/01/2011,15/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,255,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A029,20/01/2011,31/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,235,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,18A003,18/01/2011,8/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,235,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17983,24/01/2012,4/01/2013,Bechervaise Island,Bechervaise Island,-67.6,62.8,230,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17993,24/01/2012,,Bechervaise Island,,-67.6,62.8,260,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17995,24/01/2012,8/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,310,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17987,24/01/2012,,Bechervaise Island,,-67.6,62.8,280,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17988,24/01/2012,15/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,240,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17989,24/01/2012,8/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,270,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17990,25/01/2012,8/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,265,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17984,25/01/2012,15/12/2012,Bechervaise Island,Bechervaise Island,-67.6,62.8,265,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17992,25/01/2012,6/01/2012,Bechervaise Island,Filla Island,-67.6,62.8,280,325,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17985,25/01/2012,6/01/2012,Bechervaise Island,Filla Island,-67.6,62.8,270,350,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17982,25/01/2012,,Bechervaise Island,,-67.6,62.8,245,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17894,11/01/2011,2/01/2012,Filla Island,Filla Island,-68.8,77.8,275,300,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17895,11/01/2011,8/01/2012,Filla Island,Filla Island,-68.8,77.8,325,375,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17986,11/01/2011,2/01/2012,Filla Island,Filla Island,-68.8,77.8,350,260,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17897,11/01/2011,10/01/2012,Filla Island,Filla Island,-68.8,77.8,315,325,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17898,11/01/2011,3/01/2012,Filla Island,Filla Island,-68.8,77.8,395,275,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17899,12/01/2011,,Filla Island,,-68.8,77.8,275,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17900,12/01/2011,7/01/2012,Filla Island,Filla Island,-68.8,77.8,300,375,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17901,13/01/2011,,Filla Island,,-68.8,77.8,275,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17802,13/01/2011,11/01/2013,Filla Island,Filla Island,-68.8,77.8,360,300,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17903,13/01/2011,,Filla Island,,-68.8,77.8,375,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17914,7/01/2012,,Filla Island,,-68.8,77.8,300,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17915,7/01/2012,,Filla Island,,-68.8,77.8,275,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17916,7/01/2012,,Filla Island,,-68.8,77.8,250,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17917,8/01/2012,,Filla Island,,-68.8,77.8,250,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17918,8/01/2012,,Filla Island,,-68.8,77.8,375,,,,,,,,Barbara Wienecke
Pagodroma nivea,Snow petrel,Unknown,Adult,GLS,MK14,17920,8/01/2012,,Filla Island,,-68.8,77.8,300,,,,,,,,Barbara Wienecke
